People
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
0.95
0.95
0.15
0.95
0.95
0.95
0.9
0.1
0
0
0
0
0
0
0
0
0
0
0
0
0.02
0.25
0.9
0.95
